name,url
BioHouston,http://biohouston.org/feed/
Box13 Artspace	,http://box13artspace.com/feed/
Dynamo Theory,https://www.dynamotheory.com/rss/index.xml
Houston Center for Photography,http://www.hcponline.org/
Holocaust Museum Houston,http://www.hmh.org/
Houston Museum of Natural Science,http://www.hmns.org/
Houston Dynamo,http://www.houstondynamo.com/
Jewish Federation of Greater Houston,http://www.houstonjewish.org/
My Table Magazine,https://www.facebook.com/MyTableMagazine
Carverdale Community Fellowship C.O.G.I.C,https://www.facebook.com/CarverdaleCommunityFellowshipCOGIC
The Crawfish Boxes,https://www.crawfishboxes.com/rss/current.xml
North Houston Veterinary Specialists,https://www.facebook.com/317382934089
East Sunset Heights Association,https://www.facebook.com/249784125147331
India House Houston,http://www.indiahouseinc.org/
Houston Rockets,http://www.nba.com/rockets/select-seat-splash
Writers In The Schools,https://www.facebook.com/writersintheschools
Houston Family Magazine,http://houstonfamilymagazine.com/feed/
Houston Green Chamber of Commerce,https://www.facebook.com/136896603055629
Houston Arts Alliance,https://www.facebook.com/houstonartsalliance
Keep Houston Beautiful,https://www.facebook.com/keephoustonbeautiful
CBS Houston,http://houston.cbslocal.com/houston-events/feed/
Neartown Association,http://www.neartown.org/
Houston Energy Corridor,http://houstonenergycorridor.com/feed/
Houston Independent School District,http://www2.houstonisd.org/HISDConnectDS/v/index.jsp?vgnextoid=3e5608ae6b8fc010VgnVCM10000052147fa6RCRD
CultureMap,http://houston.culturemap.com/
MIT Enterprise Forum - Texas,http://miteftexas.org/
Houston Center For Literacy,http://www.houread.org/
Houstonia,http://www.houstoniamag.com/fashion-and-shopping/recent_articles
Literacy Advance of Houston,http://www.literacyadvance.org/
Pecan Park Civic Association,http://www.ppca.50megs.com/
houstonpolice on Twitter,http://twitter.com/houstonpolice
NBC Houston,https://www.facebook.com/KPRC2
The Rice Thresher,https://www.facebook.com/140905251189
Rice University Public Art,https://www.facebook.com/358465787508872
Spring Branch Independent School District,http://sbisdsnapshots.blogspot.com/feeds/posts/default?alt=rss
City Council Member Oliver Pennington (District G),https://www.facebook.com/pages/Councilmember-Oliver-Pennington/414164950187?ref=ts
City of Houston Department of Neighborhoods (DON),https://www.facebook.com/NeighborHOU
Rice University Athletics,https://www.facebook.com/31508769585
Lindale Park Civic Club,https://www.facebook.com/263743277073668
The Mission of Yahweh,https://www.facebook.com/MissionofYahweh
Houstonia,http://www.houstoniamag.com/best-of-houstonia/recent_articles.rss
Lake Olympia Civic Association,http://lakeolympia.org/feed/
Out Smart Magazine,http://www.outsmartmagazine.com/feed/
Houston Lifestyle ,http://houstonlifestyles.com/feed/
Houston Fire Department Facebook Wall,https://www.facebook.com/HoustonFireDept
Greenspoint District,https://www.facebook.com/279231934047
Positively Incorrect ! TV & Radio,http://scottcluthe.com/feed
Bridgewater Home Owner's Association,http://www.bridgewatertx.org/bridgewater/home.asp
Civic Club of Harrisburg,http://www.civicclubofharrisburg.com/index.html
Greenspoint District,http://www.greenspoint.org/
"The Museum of Fine Arts, Houston",http://www.mfah.org/
Memorial Park Conservancy,https://www.facebook.com/MemorialPark/?ref=search
Norhill Neighborhood Association,http://www.norhill.org/
Greater Sharpstown Management District,http://www.sharpstowndistrict.com/
Surge Accelerator,http://www.surgeaccelerator.com/
University of St. Thomas,http://www.stthom.edu/Public/index.asp
Preservation Houston,https://www.facebook.com/PreservationHouston
Sam Houston Race Park,https://www.facebook.com/63470896630
Tejano Center for Community Concerns,https://www.facebook.com/129132465969
University of St. Thomas,http://www.stthom.edu/Public/Aquifer_RSS.asp?RSS_Feed_ID=100834
Houston Forward Times,https://www.facebook.com/forwardtimesonline/posts/1607107962679445
Ultimate Pasadena,https://www.facebook.com/chroncom
Ultimate Spring,https://www.facebook.com/chroncom
Visit Houston Texas,https://www.facebook.com/visithoustontx/
Ultimate West U,https://www.facebook.com/chroncom
Wilchester Neighborhoods,http://www.wilchester.org/rss.xml
The Weather Museum,http://wxresearch.org/wch/
Young Professionals in Finance,https://www.facebook.com/ypfhouston/
Rice University News,http://news.rice.edu/feed/
Houston Chronicle,http://www.chron.com/rss/feed/Houston-and-Texas-272.php
Houston's Clear Thinkers,http://blog.kir.com/?feed=rss2
Moroccan Society of Houston,http://www.moroccansocietyofhouston.org/feed/
Houston Young Professionals Endeavor,http://houstonyoungprofessionals.org/feed/
GO Neighborhoods,http://go-neighborhoods.org/feed/
Inwood Forest Community Improvement Association,http://www.ifcia.com/blog/feed
ISIAH CAREY'S 'INSITE',http://www.isiahfactor.com/feed/
Houstonia,http://feeds.feedburner.com/houstonia-arts-and-entertainment
Port of Houston ,http://porthouston.com/portweb/feed/
Fox Sports Southwest,http://www.msn.com/rss/sports.aspx
Westador Civic Association ,http://www.westador.org/admin2/rss/rss.php?cat=all
